mode,execution_ms,idle_scrapping_ms,active_interval_ms,active_fraction,n_traces,mean_delta_energy_j,median_delta_energy_j,std_delta_energy_j,mean_delta_energy_j_no_outliers,median_delta_energy_j_no_outliers,std_delta_energy_j_no_outliers,base_dir,source_csv_list
compute,3000.0,1000.0,18.75,0.00625,100,12.247591609999999,12.200452000000002,0.3884036075050258,12.233540414141412,12.198730000000005,0.36419440352361204,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/18.75000ms_actscr/exp_0/logs/exp1_active.20251121T164746Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/18.75000ms_actscr/exp_1/logs/exp1_active.20251121T164920Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/18.75000ms_actscr/exp_2/logs/exp1_active.20251121T165053Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/18.75000ms_actscr/exp_3/logs/exp1_active.20251121T165227Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/18.75000ms_actscr/exp_4/logs/exp1_active.20251121T165400Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/18.75000ms_actscr/exp_5/logs/exp1_active.20251121T165533Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/18.75000ms_actscr/exp_6/logs/exp1_active.20251121T165707Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/18.75000ms_actscr/exp_7/logs/exp1_active.20251121T165842Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/18.75000ms_actscr/exp_8/logs/exp1_active.20251121T170015Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/18.75000ms_actscr/exp_9/logs/exp1_active.20251121T170148Z.csv
compute,3000.0,1000.0,37.5,0.0125,100,12.259466369999998,12.152352000000002,0.5391405356945753,12.190773333333334,12.138301000000013,0.41221392224630227,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/37.50000ms_actscr/exp_0/logs/exp1_active.20251121T163211Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/37.50000ms_actscr/exp_1/logs/exp1_active.20251121T163344Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/37.50000ms_actscr/exp_2/logs/exp1_active.20251121T163517Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/37.50000ms_actscr/exp_3/logs/exp1_active.20251121T163651Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/37.50000ms_actscr/exp_4/logs/exp1_active.20251121T163824Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/37.50000ms_actscr/exp_5/logs/exp1_active.20251121T163957Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/37.50000ms_actscr/exp_6/logs/exp1_active.20251121T164132Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/37.50000ms_actscr/exp_7/logs/exp1_active.20251121T164305Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/37.50000ms_actscr/exp_8/logs/exp1_active.20251121T164438Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/37.50000ms_actscr/exp_9/logs/exp1_active.20251121T164611Z.csv
compute,3000.0,1000.0,150.0,0.05,100,11.9906166,11.929132000000003,0.6355266128623718,11.893573863157895,11.796812999999997,0.46432795167144725,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/150.00000ms_actscr/exp_0/logs/exp1_active.20251121T160100Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/150.00000ms_actscr/exp_1/logs/exp1_active.20251121T160234Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/150.00000ms_actscr/exp_2/logs/exp1_active.20251121T160407Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/150.00000ms_actscr/exp_3/logs/exp1_active.20251121T160541Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/150.00000ms_actscr/exp_4/logs/exp1_active.20251121T160714Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/150.00000ms_actscr/exp_5/logs/exp1_active.20251121T160848Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/150.00000ms_actscr/exp_6/logs/exp1_active.20251121T161021Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/150.00000ms_actscr/exp_7/logs/exp1_active.20251121T161154Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/150.00000ms_actscr/exp_8/logs/exp1_active.20251121T161328Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/150.00000ms_actscr/exp_9/logs/exp1_active.20251121T161501Z.csv
compute,3000.0,1000.0,3000.0,1.0,100,11.133505040000003,9.291579999999998,5.962401703589868,9.793518923913044,9.163721500000005,3.391637011579814,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/3000ms_actscr/exp_0/logs/exp1_active.20251121T144259Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/3000ms_actscr/exp_1/logs/exp1_active.20251121T144433Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/3000ms_actscr/exp_2/logs/exp1_active.20251121T144606Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/3000ms_actscr/exp_3/logs/exp1_active.20251121T144739Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/3000ms_actscr/exp_4/logs/exp1_active.20251121T144913Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/3000ms_actscr/exp_5/logs/exp1_active.20251121T145047Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/3000ms_actscr/exp_6/logs/exp1_active.20251121T145220Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/3000ms_actscr/exp_7/logs/exp1_active.20251121T145353Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/3000ms_actscr/exp_8/logs/exp1_active.20251121T145527Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/3000ms_actscr/exp_9/logs/exp1_active.20251121T145700Z.csv
compute,3000.0,1000.0,2250.0,0.75,100,12.159638079999997,10.69930750000001,4.772475095020541,11.321032468085104,10.451502499999997,3.3083494997445206,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/2250.00000ms_actscr/exp_0/logs/exp1_active.20251121T145834Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/2250.00000ms_actscr/exp_1/logs/exp1_active.20251121T150008Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/2250.00000ms_actscr/exp_2/logs/exp1_active.20251121T150141Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/2250.00000ms_actscr/exp_3/logs/exp1_active.20251121T150314Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/2250.00000ms_actscr/exp_4/logs/exp1_active.20251121T150448Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/2250.00000ms_actscr/exp_5/logs/exp1_active.20251121T150622Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/2250.00000ms_actscr/exp_6/logs/exp1_active.20251121T150755Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/2250.00000ms_actscr/exp_7/logs/exp1_active.20251121T150929Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/2250.00000ms_actscr/exp_8/logs/exp1_active.20251121T151103Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/2250.00000ms_actscr/exp_9/logs/exp1_active.20251121T151236Z.csv
compute,3000.0,1000.0,75.0,0.025,100,12.12370457,11.948588,0.8583976117714125,11.932152064516126,11.911853000000008,0.4535459307964255,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/75.00000ms_actscr/exp_0/logs/exp1_active.20251121T161635Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/75.00000ms_actscr/exp_1/logs/exp1_active.20251121T161808Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/75.00000ms_actscr/exp_2/logs/exp1_active.20251121T161942Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/75.00000ms_actscr/exp_3/logs/exp1_active.20251121T162115Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/75.00000ms_actscr/exp_4/logs/exp1_active.20251121T162248Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/75.00000ms_actscr/exp_5/logs/exp1_active.20251121T162422Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/75.00000ms_actscr/exp_6/logs/exp1_active.20251121T162556Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/75.00000ms_actscr/exp_7/logs/exp1_active.20251121T162730Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/75.00000ms_actscr/exp_8/logs/exp1_active.20251121T162903Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/3000ms_ex/75.00000ms_actscr/exp_9/logs/exp1_active.20251121T163037Z.csv
compute,500.0,1000.0,375.0,0.75,100,1.7437814900000002,1.570078,0.6341173965400649,1.5741355777777777,1.5414699999999995,0.38818738509668166,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/375ms_actscr/exp_0/logs/exp1_active.20251118T225933Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/375ms_actscr/exp_0/logs/exp1_active.20251120T084105Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/375ms_actscr/exp_1/logs/exp1_active.20251119T201123Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/375ms_actscr/exp_1/logs/exp1_active.20251120T084213Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/375ms_actscr/exp_2/logs/exp1_active.20251120T084321Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/375ms_actscr/exp_3/logs/exp1_active.20251120T084429Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/375ms_actscr/exp_4/logs/exp1_active.20251120T084538Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/375ms_actscr/exp_5/logs/exp1_active.20251120T084646Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/375ms_actscr/exp_6/logs/exp1_active.20251120T084755Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/375ms_actscr/exp_7/logs/exp1_active.20251120T084903Z.csv
compute,500.0,1000.0,500.0,1.0,100,2.2362111299999996,1.6126145,3.072676180621445,1.6521830439560434,1.5667609999999996,0.6685455461502193,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/500ms_actscr/exp_0/logs/exp1_active.20251118T225824Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/500ms_actscr/exp_0/logs/exp1_active.20251120T083158Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/500ms_actscr/exp_1/logs/exp1_active.20251119T201014Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/500ms_actscr/exp_1/logs/exp1_active.20251120T083306Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/500ms_actscr/exp_2/logs/exp1_active.20251120T083414Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/500ms_actscr/exp_3/logs/exp1_active.20251120T083523Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/500ms_actscr/exp_4/logs/exp1_active.20251120T083631Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/500ms_actscr/exp_5/logs/exp1_active.20251120T083739Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/500ms_actscr/exp_6/logs/exp1_active.20251120T083847Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/500ms_actscr/exp_7/logs/exp1_active.20251120T083955Z.csv
compute,500.0,1000.0,50.0,0.1,100,2.0082506899999997,1.9693390000000006,0.2643282782369566,1.9778671578947362,1.9630249999999991,0.15745041250122746,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/50ms_actscr/exp_0/logs/exp1_active.20251118T230301Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/50ms_actscr/exp_0/logs/exp1_active.20251120T090828Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/50ms_actscr/exp_1/logs/exp1_active.20251119T201451Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/50ms_actscr/exp_1/logs/exp1_active.20251120T090937Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/50ms_actscr/exp_2/logs/exp1_active.20251120T091045Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/50ms_actscr/exp_3/logs/exp1_active.20251120T091153Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/50ms_actscr/exp_4/logs/exp1_active.20251120T091301Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/50ms_actscr/exp_5/logs/exp1_active.20251120T091409Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/50ms_actscr/exp_6/logs/exp1_active.20251120T091518Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/50ms_actscr/exp_7/logs/exp1_active.20251120T091626Z.csv
compute,500.0,1000.0,12.5,0.025,100,1.9967753199999998,1.9888455,0.17530202010535292,1.9967753199999998,1.9888455,0.17530202010535292,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/12.50000ms_actscr/exp_0/logs/exp1_active.20251120T222940Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/12.50000ms_actscr/exp_1/logs/exp1_active.20251120T223048Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/12.50000ms_actscr/exp_2/logs/exp1_active.20251120T223156Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/12.50000ms_actscr/exp_3/logs/exp1_active.20251120T223304Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/12.50000ms_actscr/exp_4/logs/exp1_active.20251120T223413Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/12.50000ms_actscr/exp_5/logs/exp1_active.20251120T223522Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/12.50000ms_actscr/exp_6/logs/exp1_active.20251120T223630Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/12.50000ms_actscr/exp_7/logs/exp1_active.20251120T223738Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/12.50000ms_actscr/exp_8/logs/exp1_active.20251120T223846Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/12.50000ms_actscr/exp_9/logs/exp1_active.20251120T223954Z.csv
compute,500.0,1000.0,25.0,0.05,100,1.98174233,1.9556714999999998,0.20008552166246588,1.950926515789474,1.9477909999999987,0.13776694923979133,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/25ms_actscr/exp_0/logs/exp1_active.20251120T091735Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/25ms_actscr/exp_1/logs/exp1_active.20251120T091844Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/25ms_actscr/exp_2/logs/exp1_active.20251120T091952Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/25ms_actscr/exp_3/logs/exp1_active.20251120T092101Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/25ms_actscr/exp_4/logs/exp1_active.20251120T092209Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/25ms_actscr/exp_5/logs/exp1_active.20251120T092317Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/25ms_actscr/exp_6/logs/exp1_active.20251120T092425Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/25ms_actscr/exp_7/logs/exp1_active.20251120T092533Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/25ms_actscr/exp_8/logs/exp1_active.20251120T092642Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/25ms_actscr/exp_9/logs/exp1_active.20251120T092750Z.csv
compute,500.0,1000.0,250.0,0.5,100,1.8662664099999997,1.7633665000000003,0.45520001676225996,1.7694805384615382,1.733880000000001,0.3312234788894215,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/250ms_actscr/exp_0/logs/exp1_active.20251118T230043Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/250ms_actscr/exp_0/logs/exp1_active.20251120T085012Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/250ms_actscr/exp_1/logs/exp1_active.20251119T201232Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/250ms_actscr/exp_1/logs/exp1_active.20251120T085121Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/250ms_actscr/exp_2/logs/exp1_active.20251120T085229Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/250ms_actscr/exp_3/logs/exp1_active.20251120T085337Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/250ms_actscr/exp_4/logs/exp1_active.20251120T085446Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/250ms_actscr/exp_5/logs/exp1_active.20251120T085555Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/250ms_actscr/exp_6/logs/exp1_active.20251120T085703Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/250ms_actscr/exp_7/logs/exp1_active.20251120T085812Z.csv
compute,500.0,1000.0,6.25,0.0125,100,1.97443502,1.935493000000001,0.17494907248110686,1.97443502,1.935493000000001,0.17494907248110686,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle,/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/6.25000ms_actscr/exp_0/logs/exp1_active.20251120T224104Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/6.25000ms_actscr/exp_1/logs/exp1_active.20251120T224212Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/6.25000ms_actscr/exp_2/logs/exp1_active.20251120T224320Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/6.25000ms_actscr/exp_3/logs/exp1_active.20251120T224428Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/6.25000ms_actscr/exp_4/logs/exp1_active.20251120T224537Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/6.25000ms_actscr/exp_5/logs/exp1_active.20251120T224645Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/6.25000ms_actscr/exp_6/logs/exp1_active.20251120T224753Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/6.25000ms_actscr/exp_7/logs/exp1_active.20251120T224901Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/6.25000ms_actscr/exp_8/logs/exp1_active.20251120T225009Z.csv;/home/hanan808/CarbonTracking/experiments/microbenchmark/exp1_active/intel/idles/1s_idle/500ms_ex/6.25000ms_actscr/exp_9/logs/exp1_active.20251120T225118Z.csv
